Volatility,Trend,Volume_Norm,Risk_Class,Risk_Score,Ticker
58.24616602490596,-5.742343352553235,0.07822648262398478,1,36.67822526897194,RELIANCE.NS
45.19887861314601,-11.627571161903006,0.0997509667246493,1,30.617573613130972,RELIANCE.NS
25.538681282962898,11.452448990847643,0.28208336983318527,0,11.915682409506765,RELIANCE.NS
98.4129583912877,17.02298828474136,0.24788196573602472,2,53.96566674592381,RELIANCE.NS
15.870841498696564,-9.771407151653193,0.11486816253488343,0,12.465413860967383,RELIANCE.NS
69.81386801318604,-3.802290222121883,0.17579997246868312,1,43.046587871795055,RELIANCE.NS
22.462774100815523,-6.844624950171692,0.024552928956688234,0,15.533507238436489,RELIANCE.NS
59.12451581160485,-11.387004125712338,0.035077400543117795,1,38.89431846473092,RELIANCE.NS
14.588844221616228,-9.682557518850444,0.11070092229911524,0,11.66914388085478,RELIANCE.NS
48.21409622038186,-15.028518722347826,0.010036416423681938,1,33.43801699057583,RELIANCE.NS
57.964158189159434,-1.1915651321899077,0.09037780475290644,1,35.14500223362792,RELIANCE.NS
13.269964879903682,0.3702054885311554,0.0648612797056652,0,7.857403409353428,RELIANCE.NS
32.7518691327673,3.1318789623974226,0.13176237970691662,0,18.724734028911843,RELIANCE.NS
37.01617621471928,10.897119336775631,0.3406499893629003,0,18.97463492673517,RELIANCE.NS
54.916582270303934,-2.25390625490445,0.10456894717741431,1,33.63657813337144,RELIANCE.NS
35.51176157340319,6.635430007996774,0.3345930996508528,0,19.349887251607967,RELIANCE.NS
73.85440709008572,-12.386180414083128,0.006069403946989701,1,48.029105318671064,RELIANCE.NS
39.16743203419969,-2.4764091661650127,0.03642893791688045,0,24.24702486416101,RELIANCE.NS
33.24391334755137,-2.9102589520348374,0.24521643369332616,0,20.843947337510606,RELIANCE.NS
40.55252914174548,4.585964239093755,0.03468945925990814,0,22.959197159245154,RELIANCE.NS
41.52260604716912,14.203786475452944,0.04669061056952283,0,20.65709674672254,RELIANCE.NS
34.2170775932816,14.700750177370537,0.47066037617790235,0,16.16708754037559,RELIANCE.NS
40.281928739106206,2.3793353704381843,0.04588969953321904,0,23.45994560228559,RELIANCE.NS
36.8982847843979,13.146451079414419,0.14545295273373463,0,18.20958084208779,RELIANCE.NS
73.64852143195412,-3.402616712521649,0.1638113353940107,1,45.226279006468374,RELIANCE.NS
75.79261010540586,-11.985104593677988,0.08726176025228698,1,49.079823617372135,RELIANCE.NS
52.37204482490142,-11.808476050691752,0.13059855585728766,1,34.97882956573411,RELIANCE.NS
72.60700345090163,-4.8913076545625245,0.06439825301280207,1,45.038034192211015,RELIANCE.NS
38.32391013748111,8.790935441021475,0.1938705277252875,0,20.376452502954752,RELIANCE.NS
46.945017481280274,-11.054974347493271,0.17628802763143075,1,31.501131595779285,RELIANCE.NS
69.19869430019344,-11.71039349257262,0.026630291957101204,1,45.03499765708355,RELIANCE.NS
28.688567876497245,9.277200159315498,0.05023213905817868,0,14.435003892009513,RELIANCE.NS
43.529825836892314,-7.083288893428971,0.01410354277991215,0,28.244292524442066,RELIANCE.NS
37.78550412017398,6.512784460539933,0.2091629228247131,0,20.738383426224882,RELIANCE.NS
20.853443165193312,-9.765278597401675,0.24698094082018296,0,15.466347572418506,RELIANCE.NS
51.691012014107855,-16.44019843148658,0.020122889787132864,1,35.948679026889394,RELIANCE.NS
76.49088857195284,15.61467231423444,0.14290004880551627,1,41.224421453781915,RELIANCE.NS
2.308827308896298,-13.443911081976012,0.12987273023063736,0,5.431456982953645,RELIANCE.NS
12.031679773902624,-4.0680476825259575,0.04752906431065337,0,8.444175075530426,RELIANCE.NS
39.97510520164451,-15.22174889719463,0.01958477768461625,0,28.553546267913553,RELIANCE.NS
66.87344891552266,1.1432457609798803,0.13683064485852658,1,39.794778685505484,RELIANCE.NS
33.737914911466305,-11.23433325246583,0.36346343966261624,0,23.649395266585792,RELIANCE.NS
61.696617877648805,13.78274835245179,0.01794541290718192,1,32.88494076214447,RELIANCE.NS
30.021836463459522,5.099996684268035,0.14067251498579633,0,16.497170124293884,RELIANCE.NS
50.372742522656836,13.112625540101135,0.021962482323643145,0,26.292054099796125,RELIANCE.NS
68.86253763187347,-14.441435228285172,0.08190566769700534,1,45.65814371437933,RELIANCE.NS
65.59883567318684,-9.747652692068868,0.023639389805904215,1,42.28596115051336,RELIANCE.NS
36.51095273439523,-11.041348257907657,0.02660526348721671,0,25.22163664435816,RELIANCE.NS
47.265315871406074,-13.971061996628805,0.11586930133026317,1,32.562095051965315,RELIANCE.NS
35.46334755854241,13.443258372996297,0.22242801186349473,0,17.267273824412904,RELIANCE.NS
55.48468318217738,3.693326064577377,0.22924826990701924,1,32.20573691692392,RELIANCE.NS
44.08609160911624,13.683782091548892,0.05755296649939306,0,22.352275634655015,RELIANCE.NS
29.989866175196994,8.955922374391093,0.014816854171620217,0,15.308624678218028,RELIANCE.NS
64.5243108026325,8.571423363865733,0.0061444893566431815,1,36.14377392135544,RELIANCE.NS
41.50636298501922,0.9754403920778714,0.037167277778473014,0,24.614902401166017,RELIANCE.NS
47.695890962112344,7.251545468062886,0.18644958640453516,0,26.460715895488995,RELIANCE.NS
11.350814557192507,12.807282199945348,0.001288966199051421,0,2.9684329709518047,RELIANCE.NS
48.833173512294024,10.487668581388562,0.05281007145628152,0,26.158884540105472,RELIANCE.NS
39.83367202757722,11.318250528623594,0.26523920960092107,0,20.531251978919347,RELIANCE.NS
12.48907021476657,-15.278068391087118,0.017745185148105972,0,12.078637164700888,RELIANCE.NS
72.37640942865733,-8.20596082481461,0.11291594188389292,1,45.89892549882717,RELIANCE.NS
71.47774481854003,-14.78844935011125,0.19086711133914827,1,47.34226840729131,RELIANCE.NS
5.462644045498337,1.9435334477514061,0.13061107009222991,0,2.707587499982803,RELIANCE.NS
58.484154706484105,7.266504074689237,0.037617790236393896,1,32.914303380507334,RELIANCE.NS
29.415167515121766,-10.081929887691103,0.04825488993730368,0,20.67850496437412,RELIANCE.NS
65.33653888965569,5.91520630277455,0.051183220913789435,1,37.43247976505242,RELIANCE.NS
43.82596586108616,7.310218182170956,0.06706378505550063,0,24.10922044050596,RELIANCE.NS
75.53058658981104,9.574149582635073,0.3107034251461037,1,42.477177421610705,RELIANCE.NS
87.1206585093471,13.155856720639122,0.022237795492372574,1,48.327861868965755,RELIANCE.NS
62.9850846517279,8.645579336835908,0.16369870727953045,1,35.213746860713925,RELIANCE.NS
67.15163383324443,4.994966154688427,0.015880564141711198,1,38.7940785099543,RELIANCE.NS
52.157795498821315,-6.1366337040742565,0.05906718892740492,1,33.1415741294078,RELIANCE.NS
60.66045935757256,15.71716546549601,0.0143037705389881,1,31.68255635194863,RELIANCE.NS
69.67400005117065,10.410722711506878,0.024815727890475415,1,38.68366479003937,RELIANCE.NS
37.64596596378783,-11.000430739126841,0.2021549512570549,0,25.907924295136457,RELIANCE.NS
2.574185235786672,12.20450059662221,0.14088525697981455,0,-2.1027505118166783,RELIANCE.NS
77.7868318501678,5.356623724766905,0.2513233803451426,1,45.090244330705126,RELIANCE.NS
44.69823847210864,-12.605926847570345,0.08181806805240961,1,30.60890294434153,RELIANCE.NS
47.11308155426673,11.884348551604717,0.6096559836814376,0,24.76350996544676,RELIANCE.NS
32.90764958512182,14.255476378130652,0.15271120900023777,0,15.483217958533919,RELIANCE.NS
36.399134303098435,0.5338388382849644,0.0638976836151122,0,21.685718698735084,RELIANCE.NS
63.28415735642352,6.984984450466527,0.05233453052847614,1,35.880232531767,RELIANCE.NS
82.23158482014446,-2.254334594775628,0.045426672840355904,1,50.0197939378034,RELIANCE.NS
13.564344305056466,-10.874656719805216,0.008484651290843335,0,11.401852064104528,RELIANCE.NS
67.28840725195482,13.356194139385025,0.0429113116169643,1,36.37047724051908,RELIANCE.NS
63.88621940377425,-2.9823896128605156,0.2639252149319851,1,39.2528410476159,RELIANCE.NS
8.55048323685628,-0.20243255363197932,0.04896820132901175,0,5.195916528336263,RELIANCE.NS
107.02520577662563,13.263073798725827,0.007571112140059317,2,60.23695843757162,RELIANCE.NS
29.123208361128718,-4.599332198971297,0.04745397890099989,0,18.858470074258722,RELIANCE.NS
78.60029132057934,8.338722761621739,0.016518790123765784,1,44.66020984287346,RELIANCE.NS
72.1346003038866,0.4599575469976571,0.009686017845299027,1,43.143741520017194,RELIANCE.NS
